Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split
1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasAncestor-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <caroline_martha_bright_1864> <hasAncestor> ?object },hasAncestor,"caroline_martha_bright_1864, nellie_louise_terliven_1880, frank_terliven_1877, thomas_john_terliven_1867, mary_elizabeth_terliven_1869, henry_edmund_bright_1862, james_samuel_bright_1860, katherine_emma_terliven_1871, maria_jane_terliven_1875, william_robert_terliven_1873",0,0,0,1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasAncestor,39.0,,39.0_nan,train
1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasSister-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <caroline_lavinia_tubb_1840> <hasSister> ?object },hasSister,caroline_lavinia_tubb_1840,1,1,1,1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasSister,39.0,15.0,39.0_15.0,train
1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasAncestor-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,samuel_tubb_1811,2,2,10,1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasAncestor,39.0,30.0,39.0_30.0,train
1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasAncestor-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#caroline_martha_bright_1864> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"samuel_tubb_1811, caroline_cox, caroline_lavinia_tubb_1840",0,0,0,1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasAncestor,39.0,,39.0_nan,train
1hop-Thing_caroline_lavinia_tubb_1840-thomas-isBrotherOf-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#thomas_andrew_tubb_1838> <http://www.example.com/genealogy.owl#isBrotherOf> ?object },isBrotherOf,caroline_lavinia_tubb_1840,2,2,10,1hop-Thing_caroline_lavinia_tubb_1840-thomas-isBrotherOf,39.0,30.0,39.0_30.0,train
1hop-Thing_caroline_lavinia_tubb_1840-maria-isChildOf-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#maria_jane_terliven_1875> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,caroline_lavinia_tubb_1840,2,2,10,1hop-Thing_caroline_lavinia_tubb_1840-maria-isChildOf,39.0,30.0,39.0_30.0,train
1hop-Thing_caroline_lavinia_tubb_1840-thomas-isChildOf-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#thomas_john_terliven_1867> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,caroline_lavinia_tubb_1840,2,2,10,1hop-Thing_caroline_lavinia_tubb_1840-thomas-isChildOf,39.0,30.0,39.0_30.0,train
1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasSister-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,emma_jane_tubb_1836,1,1,1,1hop-Thing_caroline_lavinia_tubb_1840-caroline-hasSister,39.0,15.0,39.0_15.0,train
1hop-Thing_caroline_lavinia_tubb_1840-mary-isSiblingOf-MC,Thing_caroline_lavinia_tubb_1840,43,19,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_elizabeth_terliven_1869> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"caroline_martha_bright_1864, nellie_louise_terliven_1880, frank_terliven_1877, thomas_john_terliven_1867, henry_edmund_bright_1862, james_samuel_bright_1860, katherine_emma_terliven_1871, maria_jane_terliven_1875, william_robert_terliven_1873",0,0,0,1hop-Thing_caroline_lavinia_tubb_1840-mary-isSiblingOf,39.0,,39.0_nan,train
1hop-Thing_caroline_martha_bright_1864-caroline-hasParent-BIN,Thing_caroline_martha_bright_1864,43,5,Property Assertion,Binary,SELECT ?object WHERE { <caroline_martha_bright_1864> <hasParent> ?object },hasParent,true,1,3,10,1hop-Thing_caroline_martha_bright_1864-caroline-hasParent,8.0,15.0,8.0_15.0,train
1hop-Thing_caroline_martha_bright_1864-caroline-hasParent-MC,Thing_caroline_martha_bright_1864,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <caroline_martha_bright_1864> <hasParent> ?object },hasParent,caroline_martha_bright_1864,1,3,10,1hop-Thing_caroline_martha_bright_1864-caroline-hasParent,8.0,15.0,8.0_15.0,train
1hop-Thing_caroline_martha_bright_1864-caroline-hasParent-MC,Thing_caroline_martha_bright_1864,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#caroline_martha_bright_1864> <http://www.example.com/genealogy.owl#hasParent> ?object },hasParent,james_bright_1839,1,3,10,1hop-Thing_caroline_martha_bright_1864-caroline-hasParent,8.0,15.0,8.0_15.0,train
1hop-Thing_caroline_steward_1853-john-isFatherOf-BIN,Thing_caroline_steward_1853,43,4,Property Assertion,Binary,SELECT ?object WHERE { <john_steward_1802> <isFatherOf> ?object },isFatherOf,true,1,1,1,1hop-Thing_caroline_steward_1853-john-isFatherOf,6.0,15.0,6.0_15.0,train
1hop-Thing_caroline_steward_1853-caroline-hasRelation-BIN,Thing_caroline_steward_1853,43,4,Property Assertion,Binary,SELECT ?object WHERE { <caroline_steward_1853> <hasRelation> ?object },hasRelation,true,1,2,6,1hop-Thing_caroline_steward_1853-caroline-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_caroline_steward_1853-caroline-hasRelation-BIN,Thing_caroline_steward_1853,43,4,Property Assertion,Binary,SELECT ?object WHERE { <caroline_steward_1853> <hasRelation> ?object },hasRelation,true,1,4,10,1hop-Thing_caroline_steward_1853-caroline-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_caroline_steward_1853-caroline-hasRelation-MC,Thing_caroline_steward_1853,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <caroline_steward_1853> <hasRelation> ?object },hasRelation,caroline_steward_1853,1,4,10,1hop-Thing_caroline_steward_1853-caroline-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_caroline_steward_1853-caroline-hasRelation-MC,Thing_caroline_steward_1853,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <caroline_steward_1853> <hasRelation> ?object },hasRelation,caroline_steward_1853,1,2,6,1hop-Thing_caroline_steward_1853-caroline-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_caroline_steward_1853-john-isFatherOf-MC,Thing_caroline_steward_1853,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <john_steward_1802> <isFatherOf> ?object },isFatherOf,john_steward_1802,1,1,1,1hop-Thing_caroline_steward_1853-john-isFatherOf,6.0,15.0,6.0_15.0,train
1hop-Thing_caroline_steward_1853-caroline-hasRelation-MC,Thing_caroline_steward_1853,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#caroline_steward_1853> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"john_steward_1802, eleanor_harsley_1808, houghton_steward_1841, harsley_steward_1839",0,0,0,1hop-Thing_caroline_steward_1853-caroline-hasRelation,6.0,,6.0_nan,train
1hop-Thing_caroline_steward_1853-john-isFatherOf-MC,Thing_caroline_steward_1853,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#isFatherOf> ?object },isFatherOf,caroline_steward_1853,1,1,1,1hop-Thing_caroline_steward_1853-john-isFatherOf,6.0,15.0,6.0_15.0,train
1hop-Thing_catherine_steward_1863-john-hasSister-BIN,Thing_catherine_steward_1863,43,4,Property Assertion,Binary,SELECT ?object WHERE { <john_tacey_steward_1873> <hasSister> ?object },hasSister,true,1,1,1,1hop-Thing_catherine_steward_1863-john-hasSister,6.0,15.0,6.0_15.0,train
1hop-Thing_catherine_steward_1863-john-hasSister-MC,Thing_catherine_steward_1863,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_tacey_steward_1873> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,catherine_steward_1863,1,1,1,1hop-Thing_catherine_steward_1863-john-hasSister,6.0,15.0,6.0_15.0,train
1hop-Thing_catherine_thompson-eden-hasAncestor-BIN,Thing_catherine_thompson,43,1,Property Assertion,Binary,SELECT ?object WHERE { <eden_georgina_gardner_thompson_1810> <hasAncestor> ?object },hasAncestor,true,1,2,7,1hop-Thing_catherine_thompson-eden-hasAncestor,,15.0,nan_15.0,train
1hop-Thing_catherine_thompson-eden-hasAncestor-MC,Thing_catherine_thompson,43,1,Property Assertion,Multi Choice,SELECT ?object WHERE { <eden_georgina_gardner_thompson_1810> <hasAncestor> ?object },hasAncestor,eden_georgina_gardner_thompson_1810,1,2,7,1hop-Thing_catherine_thompson-eden-hasAncestor,,15.0,nan_15.0,train
1hop-Thing_catherine_thompson-eden-hasAncestor-MC,Thing_catherine_thompson,43,1,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#eden_georgina_gardner_thompson_1810> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,catherine_thompson,1,2,7,1hop-Thing_catherine_thompson-eden-hasAncestor,,15.0,nan_15.0,train
1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation-BIN,Thing_celia_pinchbeck_1949,43,4,Property Assertion,Binary,SELECT ?object WHERE { <rhiannon_brown_1969> <hasRelation> ?object },hasRelation,true,2,4,10,1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation,6.0,30.0,6.0_30.0,train
1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation-BIN,Thing_celia_pinchbeck_1949,43,4,Property Assertion,Binary,SELECT ?object WHERE { <rhiannon_brown_1969> <hasRelation> ?object },hasRelation,true,1,4,10,1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation,6.0,15.0,6.0_15.0,train
1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation-MC,Thing_celia_pinchbeck_1949,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <rhiannon_brown_1969> <hasRelation> ?object },hasRelation,"rhiannon_brown_1969, celia_pinchbeck_1949, tom_pinchbeck",0,0,0,1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation,6.0,,6.0_nan,train
1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation-MC,Thing_celia_pinchbeck_1949,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <rhiannon_brown_1969> <hasRelation> ?object },hasRelation,"rhiannon_brown_1969, vera_tuton_1920, celia_pinchbeck_1949",0,0,0,1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation,6.0,,6.0_nan,train
1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation-MC,Thing_celia_pinchbeck_1949,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <rhiannon_brown_1969> <hasRelation> ?object },hasRelation,"rhiannon_brown_1969, vera_tuton_1920, tom_pinchbeck",0,0,0,1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation,6.0,,6.0_nan,train
1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation-MC,Thing_celia_pinchbeck_1949,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#rhiannon_brown_1969> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"vera_tuton_1920, celia_pinchbeck_1949, tom_pinchbeck",0,0,0,1hop-Thing_celia_pinchbeck_1949-rhiannon-hasRelation,6.0,,6.0_nan,train
1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf-BIN,Thing_charles_pickard_1854,43,4,Property Assertion,Binary,SELECT ?object WHERE { <susanna_pickard_1841> <isBloodrelationOf> ?object },isBloodrelationOf,true,1,4,10,1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf,6.0,15.0,6.0_15.0,train
1hop-Thing_charles_pickard_1854-frances-isAncestorOf-BIN,Thing_charles_pickard_1854,43,4,Property Assertion,Binary,SELECT ?object WHERE { <frances_elizabeth_ingelby_1816> <isAncestorOf> ?object },isAncestorOf,true,1,3,10,1hop-Thing_charles_pickard_1854-frances-isAncestorOf,6.0,15.0,6.0_15.0,train
1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf-BIN,Thing_charles_pickard_1854,43,4,Property Assertion,Binary,SELECT ?object WHERE { <susanna_pickard_1841> <isBloodrelationOf> ?object },isBloodrelationOf,true,2,5,10,1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf,6.0,30.0,6.0_30.0,train
1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf-MC,Thing_charles_pickard_1854,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <susanna_pickard_1841> <isBloodrelationOf> ?object },isBloodrelationOf,"susanna_pickard_1841, sarah_pickard_1839",0,0,0,1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf-MC,Thing_charles_pickard_1854,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <susanna_pickard_1841> <isBloodrelationOf> ?object },isBloodrelationOf,"susanna_pickard_1841, charles_pickard_1854",0,0,0,1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf-MC,Thing_charles_pickard_1854,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#susanna_pickard_1841> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,"sarah_pickard_1839, charles_pickard_1854",0,0,0,1hop-Thing_charles_pickard_1854-susanna-isBloodrelationOf,6.0,,6.0_nan,train
1hop-Thing_charles_pickard_1854-frances-isAncestorOf-MC,Thing_charles_pickard_1854,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,charles_pickard_1854,1,3,10,1hop-Thing_charles_pickard_1854-frances-isAncestorOf,6.0,15.0,6.0_15.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-BIN,Thing_charlotte_bright_1928,43,3,Property Assertion,Binary,SELECT ?object WHERE { <james_alexander_bright_1921> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,307.0,4.0_307.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-BIN,Thing_charlotte_bright_1928,43,3,Property Assertion,Binary,SELECT ?object WHERE { <james_frank_hayden_bright_1891> <hasRelation> ?object },hasRelation,true,1,2,6,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,15.0,4.0_15.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-BIN,Thing_charlotte_bright_1928,43,3,Property Assertion,Binary,SELECT ?object WHERE { <james_alexander_bright_1921> <hasRelation> ?object },hasRelation,true,1,4,10,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,15.0,4.0_15.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-BIN,Thing_charlotte_bright_1928,43,3,Property Assertion,Binary,SELECT ?object WHERE { <james_frank_hayden_bright_1891> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,307.0,4.0_307.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-BIN,Thing_charlotte_bright_1928,43,3,Property Assertion,Binary,SELECT ?object WHERE { <james_alexander_bright_1921> <hasRelation> ?object },hasRelation,true,2,7,10,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,30.0,4.0_30.0,train
1hop-Thing_charlotte_bright_1928-frank-isBrotherOf-BIN,Thing_charlotte_bright_1928,43,3,Property Assertion,Binary,SELECT ?object WHERE { <frank_hewett_bright_1920> <isBrotherOf> ?object },isBrotherOf,true,1,1,1,1hop-Thing_charlotte_bright_1928-frank-isBrotherOf,4.0,15.0,4.0_15.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <james_alexander_bright_1921> <hasRelation> ?object },hasRelation,"james_alexander_bright_1921, charlotte_bright_1928, frank_hewett_bright_1920",0,0,0,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,,4.0_nan,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <james_frank_hayden_bright_1891> <hasRelation> ?object },hasRelation,"james_frank_hayden_bright_1891, james_alexander_bright_1921, charlotte_bright_1928",0,0,0,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,,4.0_nan,train
1hop-Thing_charlotte_bright_1928-frank-isBrotherOf-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <frank_hewett_bright_1920> <isBrotherOf> ?object },isBrotherOf,frank_hewett_bright_1920,1,1,1,1hop-Thing_charlotte_bright_1928-frank-isBrotherOf,4.0,15.0,4.0_15.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <james_frank_hayden_bright_1891> <hasRelation> ?object },hasRelation,"james_frank_hayden_bright_1891, charlotte_bright_1928, frank_hewett_bright_1920",0,0,0,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,,4.0_nan,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <james_frank_hayden_bright_1891> <hasRelation> ?object },hasRelation,"james_frank_hayden_bright_1891, james_alexander_bright_1921, frank_hewett_bright_1920",0,0,0,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,,4.0_nan,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"james_alexander_bright_1921, charlotte_bright_1928, frank_hewett_bright_1920",0,0,0,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,,4.0_nan,train
1hop-Thing_charlotte_bright_1928-frank-isBrotherOf-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#frank_hewett_bright_1920> <http://www.example.com/genealogy.owl#isBrotherOf> ?object },isBrotherOf,charlotte_bright_1928,1,1,1,1hop-Thing_charlotte_bright_1928-frank-isBrotherOf,4.0,15.0,4.0_15.0,train
1hop-Thing_charlotte_bright_1928-james-hasRelation-MC,Thing_charlotte_bright_1928,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_alexander_bright_1921> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"james_frank_hayden_bright_1891, charlotte_bright_1928, frank_hewett_bright_1920",0,0,0,1hop-Thing_charlotte_bright_1928-james-hasRelation,4.0,,4.0_nan,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <henry_edmund_bright_1887> <hasRelation> ?object },hasRelation,true,2,7,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,30.0,17.0_30.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <henry_edmund_bright_1862> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,307.0,17.0_307.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <henry_edmund_bright_1887> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,307.0,17.0_307.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <henry_edmund_bright_1862> <hasRelation> ?object },hasRelation,true,2,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,30.0,17.0_30.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-harry-hasMother-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <harry_bright_hostler> <hasMother> ?object },hasMother,true,1,1,1,1hop-Thing_charlotte_caroline_jane_bright_1894-harry-hasMother,17.0,15.0,17.0_15.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <henry_edmund_bright_1887> <hasRelation> ?object },hasRelation,true,1,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,15.0,17.0_15.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <henry_edmund_bright_1862> <hasRelation> ?object },hasRelation,true,1,4,10,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,15.0,17.0_15.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-harry-isChildOf-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <harry_bright_hostler> <isChildOf> ?object },isChildOf,true,2,2,10,1hop-Thing_charlotte_caroline_jane_bright_1894-harry-isChildOf,17.0,30.0,17.0_30.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-charlotte-isChildOf-BIN,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Binary,SELECT ?object WHERE { <charlotte_caroline_jane_bright_1894> <isChildOf> ?object },isChildOf,true,2,2,10,1hop-Thing_charlotte_caroline_jane_bright_1894-charlotte-isChildOf,17.0,30.0,17.0_30.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-harry-hasMother-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <harry_bright_hostler> <hasMother> ?object },hasMother,"harry_bright_hostler, robert_jerome_hostler, edna_hostler, ruth_hostler",0,0,0,1hop-Thing_charlotte_caroline_jane_bright_1894-harry-hasMother,17.0,,17.0_nan,train
1hop-Thing_charlotte_caroline_jane_bright_1894-charlotte-isChildOf-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <charlotte_caroline_jane_bright_1894> <isChildOf> ?object },isChildOf,charlotte_caroline_jane_bright_1894,2,2,10,1hop-Thing_charlotte_caroline_jane_bright_1894-charlotte-isChildOf,17.0,30.0,17.0_30.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-harry-isChildOf-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <harry_bright_hostler> <isChildOf> ?object },isChildOf,"harry_bright_hostler, edna_hostler, robert_jerome_hostler, ruth_hostler",0,0,0,1hop-Thing_charlotte_caroline_jane_bright_1894-harry-isChildOf,17.0,,17.0_nan,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"frederick_herbert_bright_1889, harry_bright_hostler, leonard_john_bright_1890, charlotte_hewett_1863, henry_edmund_bright_1862, charlotte_caroline_jane_bright_1894, robert_jerome_hostler, edna_hostler, ruth_hostler",0,0,0,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,,17.0_nan,train
1hop-Thing_charlotte_caroline_jane_bright_1894-harry-hasMother-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#hasMother> ?object },hasMother,charlotte_caroline_jane_bright_1894,1,1,1,1hop-Thing_charlotte_caroline_jane_bright_1894-harry-hasMother,17.0,15.0,17.0_15.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-harry-isChildOf-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,charlotte_caroline_jane_bright_1894,2,2,10,1hop-Thing_charlotte_caroline_jane_bright_1894-harry-isChildOf,17.0,30.0,17.0_30.0,train
1hop-Thing_charlotte_caroline_jane_bright_1894-charlotte-isChildOf-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#charlotte_caroline_jane_bright_1894> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,"charlotte_hewett_1863, henry_edmund_bright_1862",0,0,0,1hop-Thing_charlotte_caroline_jane_bright_1894-charlotte-isChildOf,17.0,,17.0_nan,train
1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation-MC,Thing_charlotte_caroline_jane_bright_1894,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#henry_edmund_bright_1862> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"frederick_herbert_bright_1889, harry_bright_hostler, leonard_john_bright_1890, charlotte_hewett_1863, henry_edmund_bright_1887, charlotte_caroline_jane_bright_1894, robert_jerome_hostler, edna_hostler, ruth_hostler",20,20,1,1hop-Thing_charlotte_caroline_jane_bright_1894-henry-hasRelation,17.0,307.0,17.0_307.0,train
1hop-Thing_charlotte_cotton_1840-mary-hasRelation-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,SELECT ?object WHERE { <mary_ann_cotton_1847> <hasRelation> ?object },hasRelation,true,20,20,1,1hop-Thing_charlotte_cotton_1840-mary-hasRelation,8.0,307.0,8.0_307.0,train
