query_index,sparql_query,generated_question,explanation_nl,explanation_found,explanation_tag_length,explanation_count,explanation_steps_count,triple_keys,answer_count,language,answer_type,task_type,model,model_version_sparql,python_version,timestamp_request,response_time_sec,success,temperature,max_tokens,top_p,presence_penalty,frequency_penalty
44,ASK WHERE { <http://www.example.com/genealogy.owl#alec_john_archer_1927> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#clare_archer_1957> },Is there a relationship between Alec John Archer and Clare Archer?,"Clare Archer, born in 1957, has a relationship with Alec John Archer, born in 1927. The property ""hasRelation"" is symmetric.",True,3,1,2,clare_archer_1957(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:44:50.905188,0.886,True,0.0,4096,1.0,0.0,0.0
45,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },Is Clare Archer related to James Alexander Archer?,"Clare Archer, born in 1957, has an ancestor named James Alexander Archer, who was born in 1882. The property ""hasAncestor"" is a subproperty of the property ""hasRelation.",True,3,2,2,james_alexander_archer_1882(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:44:55.650471,1.576,True,0.0,4096,1.0,0.0,0.0
46,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#clare_archer_1957> },Is Clare Archer related to herself?,"Clare Archer, born in 1957, has a relationship with Clare Archer, born in 1957. The property ""hasRelation"" is symmetric.",True,3,2,2,clare_archer_1957(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:44:58.724703,0.82,True,0.0,4096,1.0,0.0,0.0
47,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#paul_archer_1950> },Is Clare Archer related to Paul Archer?,"Paul Archer, born in 1950, has a relationship with Clare Archer, born in 1957. The property ""hasRelation"" is symmetric.",True,3,2,2,paul_archer_1950(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:45:01.796563,0.589,True,0.0,4096,1.0,0.0,0.0
48,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#anne_archer_1964> },Is Clare Archer related to Anne Archer?,"Clare Archer, born in 1957, is a blood relation of Anne Archer, born in 1964. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation.",True,3,2,2,anne_archer_1964(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:04.868875,0.658,True,0.0,4096,1.0,0.0,0.0
49,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_heath_1887> },Is Clare Archer related to Violet Heath?,"Clare Archer, born in 1957, has an ancestor named Violet Heath, who was born in 1887. The property ""hasAncestor"" is a sub-property of the property ""hasRelation.",True,3,2,2,violet_heath_1887(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:09.066559,0.822,True,0.0,4096,1.0,0.0,0.0
50,ASK WHERE { <http://www.example.com/genealogy.owl#alec_john_archer_1927> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#anne_archer_1964> },Is there a relationship between Alec John Archer and Anne Archer?,"Anne Archer, born in 1964, has a relationship with Alec John Archer, born in 1927. The property ""hasRelation"" is symmetric.",True,3,1,2,anne_archer_1964(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:11.933671,0.72,True,0.0,4096,1.0,0.0,0.0
51,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#helen_archer_1955> },Is Clare Archer related to Helen Archer?,"Clare Archer, born in 1957, is a blood relation of Helen Archer, born in 1955. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation.",True,3,2,2,helen_archer_1955(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:45:14.844016,0.877,True,0.0,4096,1.0,0.0,0.0
52,ASK WHERE { <http://www.example.com/genealogy.owl#alec_john_archer_1927> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#paul_archer_1950> },Is Alec John Archer related to Paul Archer?,"Paul Archer, born in 1950, has a relationship with Alec John Archer, born in 1927. The property ""hasRelation"" is symmetric.",True,3,1,2,paul_archer_1950(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:17.564546,0.82,True,0.0,4096,1.0,0.0,0.0
53,ASK WHERE { <http://www.example.com/genealogy.owl#alec_john_archer_1927> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_heath_1887> },Is Alec John Archer related to Violet Heath?,"Alec John Archer, born in 1927, has an ancestor named Violet Heath, who was born in 1887. The property ""hasAncestor"" is a subproperty of the property ""hasRelation.",True,3,2,2,violet_heath_1887(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:20.842800,0.774,True,0.0,4096,1.0,0.0,0.0
54,ASK WHERE { <http://www.example.com/genealogy.owl#alec_john_archer_1927> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#helen_archer_1955> },Is Alec John Archer related to Helen Archer?,"Helen Archer, born in 1955, has a relationship with Alec John Archer, born in 1927. The property ""hasRelation"" is symmetric.",True,3,1,2,helen_archer_1955(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:24.026344,0.626,True,0.0,4096,1.0,0.0,0.0
55,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#alec_john_archer_1927> },Is Clare Archer related to Alec John Archer?,"Alec John Archer, born in 1927, has a relationship with Clare Archer, born in 1957. The property ""hasRelation"" is symmetric.",True,3,2,2,alec_john_archer_1927(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:27.908241,1.329,True,0.0,4096,1.0,0.0,0.0
56,ASK WHERE { <http://www.example.com/genealogy.owl#alec_john_archer_1927> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },Is Alec John Archer related to James Alexander Archer?,"Alec John Archer, born in 1927, has an ancestor named James Alexander Archer, who was born in 1882. The property ""hasAncestor"" is a subproperty of the property ""hasRelation.",True,3,2,2,james_alexander_archer_1882(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:31.594890,1.025,True,0.0,4096,1.0,0.0,0.0
57,ASK WHERE { <http://www.example.com/genealogy.owl#alexander_ilych_brown_1988> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#alexander_ilych_brown_1988> },Is Alexander Ilych Brown a sibling of himself?,"Alexander Ilych Brown, born in 1988, has a parent named Clare Bright, born in 1966. Clare Bright, born in 1966, is the parent of Alexander Ilych Brown, born in 1988. If one person has a parent and that parent is also a parent of another person, then those two people are siblings.",True,4,2,3,alexander_ilych_brown_1988(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:40.707660,1.23,True,0.0,4096,1.0,0.0,0.0
58,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ruth_hostler> },Are Harry Bright Hostler and Ruth Hostler siblings?,"Harry Bright Hostler is the child of Alfred Hostler. Alfred Hostler is the parent of Ruth Hostler. If one person has a parent and that parent is also the parent of another person, then those two people are siblings.",True,4,3,3,ruth_hostler(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:45:45.198559,0.69,True,0.0,4096,1.0,0.0,0.0
59,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },Who is Harry Bright Hostler's sibling?,"Harry Bright Hostler is a child of Alfred Hostler. Alfred Hostler is the parent of Edna Hostler. If a person has a parent and that parent is the parent of another person, then those two people are siblings. Harry Bright Hostler is a sibling of Robert Jerome Hostler. Robert Jerome Hostler is a sibling of Harry Bright Hostler. If John is a sibling of Mary and Mary is a sibling of David, then John is a sibling of David. Harry Bright Hostler is a sibling of Harry Bright Hostler. Harry Bright Hostler is a sibling of Robert Jerome Hostler. If person A is a sibling of person B, and person B is a sibling of person C, then person A is a sibling of person C. Harry Bright Hostler is the child of Alfred Hostler. Alfred Hostler is the parent of Ruth Hostler. If one person has a parent who is also a parent of another person, then those two people are siblings.",True,16,12,12,edna_hostler(4); harry_bright_hostler(4); robert_jerome_hostler(4); ruth_hostler(4),4,English,MC,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:00.264619,1.833,True,0.0,4096,1.0,0.0,0.0
60,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#harry_bright_hostler> },Is Harry Bright Hostler a sibling of himself?,"Harry Bright Hostler is a sibling of Robert Jerome Hostler. Robert Jerome Hostler is a sibling of Harry Bright Hostler. If John is a sibling of Mary and Mary is a sibling of David, then John is a sibling of David.",True,4,3,3,harry_bright_hostler(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:04.350146,0.604,True,0.0,4096,1.0,0.0,0.0
61,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#robert_jerome_hostler> },Are Harry Bright Hostler and Robert Jerome Hostler siblings?,"Harry Bright Hostler is a sibling of Harry Bright Hostler. Harry Bright Hostler is a sibling of Robert Jerome Hostler. If one person is a sibling of another person, then the first person is also a sibling of the second person.",True,4,3,3,robert_jerome_hostler(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:08.046804,0.717,True,0.0,4096,1.0,0.0,0.0
62,ASK WHERE { <http://www.example.com/genealogy.owl#harry_bright_hostler> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#edna_hostler> },Are Harry Bright Hostler and Edna Hostler siblings?,"Harry Bright Hostler is a child of Alfred Hostler. Alfred Hostler is the parent of Edna Hostler. If one person has a parent who is also the parent of another person, then those two people are siblings.",True,4,3,3,edna_hostler(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:12.214335,0.994,True,0.0,4096,1.0,0.0,0.0
63,ASK WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },Is Houghton Steward a domain entity?,Houghton Steward was a person. A person is a type of domain entity.,True,3,1,2,DomainEntity(3),1,English,BIN,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:15.728347,1.433,True,0.0,4096,1.0,0.0,0.0
64,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },What class or classes does Houghton Steward belong to?,,False,0,0,0,,0,English,MC,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:16.854652,1.023,True,0.0,4096,1.0,0.0,0.0
65,ASK WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },Is Houghton Steward a person?,"Harsley Steward, born in 1839, has a relationship with Houghton Steward, born in 1841. The relationship is symmetric. The person has a relationship.",True,5,12,3,Person(5),1,English,BIN,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:20.849631,0.72,True,0.0,4096,1.0,0.0,0.0
66,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#houghton_steward_1841> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },What class or classes does Houghton Steward belong to?,,False,0,0,0,,0,English,MC,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:22.035112,1.085,True,0.0,4096,1.0,0.0,0.0
67,ASK WHERE { <http://www.example.com/genealogy.owl#john_henry_harvey> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#alice_harvey_1895> },Is John Henry Harvey a parent of Alice Harvey?,"Alice Harvey, born in 1895, has a parent named John Henry Harvey. The relationship ""is a parent of"" is the opposite of ""has a parent.",True,3,1,2,alice_harvey_1895(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:46:24.944415,0.82,True,0.0,4096,1.0,0.0,0.0
68,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },Is Harriet Ann Young a woman?,"Alice Whitfield, born in 1859, has a mother named Harriet Ann Young, who was born in 1825. The woman has a mother.",True,2,1,2,Woman(2),1,English,BIN,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:46:28.323001,0.515,True,0.0,4096,1.0,0.0,0.0
69,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },What class or classes does Harriet Ann Young belong to?,,False,0,0,0,,0,English,MC,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:29.448765,1.024,True,0.0,4096,1.0,0.0,0.0
70,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },Is Harriet Ann Young considered an ancestor?,"Harriet Ann Young, born in 1825, is a person. Harriet Ann Young, born in 1825, is an ancestor of Alice Whitfield, born in 1859. Alice Whitfield, born in 1859, is a person. The complex intersection is satisfied by two components.",True,5,1,4,Ancestor(5),1,English,BIN,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_d77b305a29),3.11.9,2025-08-14T16:46:34.875229,0.819,True,0.0,4096,1.0,0.0,0.0
71,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },What class or classes does Harriet Ann Young belong to?,,False,0,0,0,,0,English,MC,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:35.972076,0.995,True,0.0,4096,1.0,0.0,0.0
72,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },Is Harriet Ann Young a domain entity?,"Harriet Ann Young, born in 1825, is a person. A person is a type of domain entity.",True,3,1,2,DomainEntity(3),1,English,BIN,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_d77b305a29),3.11.9,2025-08-14T16:46:38.412617,0.565,True,0.0,4096,1.0,0.0,0.0
73,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },What class or classes does Harriet Ann Young belong to?,,False,0,0,0,,0,English,MC,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:39.381245,0.867,True,0.0,4096,1.0,0.0,0.0
74,ASK WHERE { <http://www.example.com/genealogy.owl#james_whitfield_1821> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#alice_whitfield_1859> },Is James Whitfield an ancestor of Alice Whitfield?,"Alice Whitfield, born in 1859, has an ancestor named James Whitfield, who was born in 1821. The relationship ""isAncestorOf"" is the opposite of the relationship ""hasAncestor.",True,3,1,2,alice_whitfield_1859(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:43.169376,0.718,True,0.0,4096,1.0,0.0,0.0
75,ASK WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },Is Harriet Ann Young a person?,"James Whitfield, born in 1848, has a relationship with Harriet Ann Young, born in 1825. The relationship is symmetric. The person has a relationship.",True,5,13,3,Person(5),1,English,BIN,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_62a23a81ef),3.11.9,2025-08-14T16:46:46.242983,0.554,True,0.0,4096,1.0,0.0,0.0
76,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harriet_ann_young_1825> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },What class or classes does Harriet Ann Young belong to?,,False,0,0,0,,0,English,MC,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:47.062133,0.718,True,0.0,4096,1.0,0.0,0.0
77,ASK WHERE { <http://www.example.com/genealogy.owl#louise_clamper_1998> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#amanda_usher_1968> },Does Louise Clamper have Amanda Usher as her mother?,"Amanda Usher, born in 1968, is the mother of Louise Clamper, born in 1998. The relationship ""hasMother"" is the opposite of ""isMotherOf.",True,3,2,2,amanda_usher_1968(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:50.338940,0.717,True,0.0,4096,1.0,0.0,0.0
78,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#louise_clamper_1998> },Is Alex Clamper a blood relative of Louise Clamper?,"Finlay Clamper, born in 2002, is a sibling of Louise Clamper, born in 1998. The property ""isSiblingOf"" is a sub-property of the property ""isBloodrelationOf.",True,3,1,2,louise_clamper_1998(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:46:54.766332,0.737,True,0.0,4096,1.0,0.0,0.0
79,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },Who is a blood relative of Finlay Alex Clamper?,"Finlay Alex Clamper is a sibling of Finlay Alex Clamper. The property ""isSiblingOf"" is a subproperty of the property ""isBloodrelationOf. Finlay Clamper, born in 2002, is a sibling of Louise Clamper, born in 1998. The relationship ""isSiblingOf"" is a sub-property of the relationship ""isBloodrelationOf. Finlay Alex Clamper, born in 2002, is a sibling of Mega Clamper, born in 1995. The relationship ""isSiblingOf"" is a sub-property of the relationship ""isBloodrelationOf.",True,9,3,6,finlay_alex_clamper_2002(3); louise_clamper_1998(3); mega_clamper_1995(3),3,English,MC,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:01.704517,0.821,True,0.0,4096,1.0,0.0,0.0
80,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> },Is Alex Clamper related to himself?,"Finlay Alex Clamper is a sibling of Finlay Alex Clamper. The relationship ""isSiblingOf"" is a subproperty of the relationship ""isBloodrelationOf.",True,3,1,2,finlay_alex_clamper_2002(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:04.587875,0.634,True,0.0,4096,1.0,0.0,0.0
81,ASK WHERE { <http://www.example.com/genealogy.owl#andrew_usher_1965> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#amanda_usher_1968> },Does Andrew Usher have a sister named Amanda Usher?,"Amanda Usher, born in 1968, is the sister of Andrew Usher, born in 1965. Having a sister is the opposite of being a sister of someone.",True,3,1,2,amanda_usher_1968(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:07.547538,0.828,True,0.0,4096,1.0,0.0,0.0
82,ASK WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#louise_clamper_1998> },Are Mega Clamper and Louise Clamper siblings?,"Mega Clamper, born in 1995, is a sibling of Finlay Alex Clamper, born in 2002. Finlay Clamper, born in 2002, is a sibling of Louise Clamper, born in 1998. If person A is a sibling of person B, and person B is a sibling of person C, then person A is a sibling of person C.",True,4,3,3,louise_clamper_1998(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:11.651613,0.621,True,0.0,4096,1.0,0.0,0.0
83,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },Which individuals are siblings of Mega Clamper?,"Mega Clamper, born in 1995, is a sibling of Louise Clamper, born in 1998. Louise Clamper, born in 1998, is the sibling of Finlay Alex Clamper, born in 2002. If one person is a sibling of another person, then the first person is also a sibling of the second person. Mega Clamper, born in 1995, is a sibling of Finlay Alex Clamper, born in 2002. Finlay Clamper, born in 2002, is a sibling of Louise Clamper, born in 1998. If one person is a sibling of another person, then the first person is also a sibling of the second person. Mega Clamper, born in 1995, is a sibling of Finlay Alex Clamper, born in 2002. Finlay Alex Clamper, born in 2002, is a sibling of Mega Clamper, born in 1995. If person A is a sibling of person B, and person B is a sibling of person C, then person A is a sibling of person C.",True,12,9,9,finlay_alex_clamper_2002(4); louise_clamper_1998(4); mega_clamper_1995(4),3,English,MC,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:24.432347,0.973,True,0.0,4096,1.0,0.0,0.0
84,ASK WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#mega_clamper_1995> },Is mega clamper a sibling of itself?,"Mega Clamper, born in 1995, is a sibling of Finlay Alex Clamper, born in 2002. Finlay Alex Clamper, born in 2002, is a sibling of Mega Clamper, born in 1995. If one person is a sibling of another person, then the first person is also a sibling of the second person.",True,4,3,3,mega_clamper_1995(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:29.250285,0.82,True,0.0,4096,1.0,0.0,0.0
85,ASK WHERE { <http://www.example.com/genealogy.owl#mega_clamper_1995> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> },Are Mega Clamper and Finlay Alex Clamper siblings?,"Mega Clamper, born in 1995, is a sibling of Louise Clamper, born in 1998. Louise Clamper, born in 1998, is the sibling of Finlay Alex Clamper, born in 2002. If one person is a sibling of another person, then the first person is also a sibling of the second person.",True,4,3,3,finlay_alex_clamper_2002(4),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:36.529727,0.831,True,0.0,4096,1.0,0.0,0.0
86,ASK WHERE { <http://www.example.com/genealogy.owl#finlay_alex_clamper_2002> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#mega_clamper_1995> },Is Alex Clamper related to Mega Clamper?,"Finlay Alex Clamper, born in 2002, is a sibling of Mega Clamper, born in 1995. The property ""isSiblingOf"" is a sub-property of the property ""isBloodrelationOf.",True,3,1,2,mega_clamper_1995(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:40.632076,0.734,True,0.0,4096,1.0,0.0,0.0
87,ASK WHERE { <http://www.example.com/genealogy.owl#amelia_jessop_1837> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ann_jessop_1833> },Is there a relationship between Amelia Jessop and Ann Jessop?,"Amelia Jessop, born in 1837, is a blood relative of Ann Jessop, born in 1833. The property ""isBloodrelationOf"" is a subproperty of the property ""hasRelation.",True,3,2,2,ann_jessop_1833(3),1,English,BIN,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: fp_34a54ae93c),3.11.9,2025-08-14T16:47:44.097899,1.024,True,0.0,4096,1.0,0.0,0.0
