Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Min Tag Length,Max Tag Length,Task ID temp,Bin_Size of ontology ABox,Bin_Min Tag Length,strata,split
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#ethel_archer_1912> },hasRelation,TRUE,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_archer_1885> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#peter_william_bright_1941> },hasRelation,TRUE,3,3,1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#iris_ellen_archer_1906> },hasRelation,TRUE,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_anne_archer_1964-anne_archer_1964-isSiblingOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#anne_archer_1964> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#anne_archer_1964> },isSiblingOf,TRUE,3,4,1hop-family-tree_anne_archer_1964-anne_archer_1964-isSiblingOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_joyce_archer_1921-joyce_archer_1921-isSiblingOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#joyce_archer_1921> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ethel_archer_1912> },isSiblingOf,TRUE,3,4,1hop-family-tree_joyce_archer_1921-joyce_archer_1921-isSiblingOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_james_alexander_archer_1882-james_alexander_archer_1882-isChildOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_alexander_archer_1882> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#john_archer_1835> },isChildOf,TRUE,3,3,1hop-family-tree_james_alexander_archer_1882-james_alexander_archer_1882-isChildOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },hasRelation,TRUE,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_joyce_archer_1921-joyce_archer_1921-isSiblingOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#joyce_archer_1921> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#joyce_archer_1921> },isSiblingOf,TRUE,3,4,1hop-family-tree_joyce_archer_1921-joyce_archer_1921-isSiblingOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_archer_1885> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_bright_1930> },hasRelation,TRUE,3,3,1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_archer_1885> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> },hasRelation,TRUE,3,3,1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_john_bright_1930-john_bright_1930-isBloodrelationOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#john_bright_1930> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_john_bright_1930-john_bright_1930-isBloodrelationOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#mary_archer_1885> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_heath_1887> },hasRelation,TRUE,3,3,1hop-family-tree_mary_archer_1885-mary_archer_1885-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_violet_heath_1887-violet_heath_1887-isWifeOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#violet_heath_1887> <http://www.example.com/genealogy.owl#isWifeOf> <http://www.example.com/genealogy.owl#james_alexander_archer_1882> },isWifeOf,TRUE,3,3,1hop-family-tree_violet_heath_1887-violet_heath_1887-isWifeOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_joyce_archer_1921-joyce_archer_1921-isSiblingOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#joyce_archer_1921> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#iris_ellen_archer_1906> },isSiblingOf,TRUE,3,4,1hop-family-tree_joyce_archer_1921-joyce_archer_1921-isSiblingOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_archer_1885> },hasRelation,TRUE,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_john_bright_1930-john_bright_1930-isBloodrelationOf-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#peter_william_bright_1941> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_john_bright_1930-john_bright_1930-isBloodrelationOf,20.0,1.0,20.0_1.0,train
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_lockey_1848> },hasRelation,TRUE,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation-BIN,family-tree,173,24,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_archer_1957> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_bright_1930> },hasRelation,TRUE,3,3,1hop-family-tree_clare_archer_1957-clare_archer_1957-hasRelation,20.0,1.0,20.0_1.0,train
1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation-BIN,family-tree,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#clare_bright_1966> },hasRelation,TRUE,3,3,1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation,1.0,1.0,1.0_1.0,train
1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation-MC,family-tree,173,5,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#james_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> ?x },hasRelation,alexander_ilych_brown_1988; clare_bright_1966; diana_pool; james_bright_1964; peter_william_bright_1941,3,3,1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation,1.0,1.0,1.0_1.0,train
1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation-BIN,family-tree,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_bright_1964> },hasRelation,TRUE,3,3,1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation,1.0,1.0,1.0_1.0,train
1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation-BIN,family-tree,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#diana_pool> },hasRelation,TRUE,3,3,1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation,1.0,1.0,1.0_1.0,train
1hop-family-tree_clare_bright_1966-clare_bright_1966-hasChild-BIN,family-tree,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#clare_bright_1966> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#alexander_ilych_brown_1988> },hasChild,TRUE,3,3,1hop-family-tree_clare_bright_1966-clare_bright_1966-hasChild,1.0,1.0,1.0_1.0,train
1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation-BIN,family-tree,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#alexander_ilych_brown_1988> },hasRelation,TRUE,3,3,1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation,1.0,1.0,1.0_1.0,train
1hop-family-tree_alexander_ilych_brown_1988-alexander_ilych_brown_1988-hasParent-BIN,family-tree,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alexander_ilych_brown_1988> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#clare_bright_1966> },hasParent,TRUE,3,3,1hop-family-tree_alexander_ilych_brown_1988-alexander_ilych_brown_1988-hasParent,1.0,1.0,1.0_1.0,train
1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation-BIN,family-tree,173,5,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#james_bright_1964> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#peter_william_bright_1941> },hasRelation,TRUE,3,3,1hop-family-tree_james_bright_1964-james_bright_1964-hasRelation,1.0,1.0,1.0_1.0,train
1hop-family-tree_ruth_hostler-ruth_hostler-hasBrother-BIN,family-tree,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ruth_hostler> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#robert_jerome_hostler> },hasBrother,TRUE,1,3,1hop-family-tree_ruth_hostler-ruth_hostler-hasBrother,2.0,,2.0_nan,train
1hop-family-tree_ruth_hostler-ruth_hostler-hasBrother-MC,family-tree,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ruth_hostler> <http://www.example.com/genealogy.owl#hasBrother> ?x },hasBrother,harry_bright_hostler; robert_jerome_hostler,1,3,1hop-family-tree_ruth_hostler-ruth_hostler-hasBrother,2.0,,2.0_nan,train
1hop-family-tree_alfred_hostler-alfred_hostler-hasChild-BIN,family-tree,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_hostler> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#harry_bright_hostler> },hasChild,TRUE,3,3,1hop-family-tree_alfred_hostler-alfred_hostler-hasChild,2.0,1.0,2.0_1.0,train
1hop-family-tree_alfred_hostler-alfred_hostler-hasChild-MC,family-tree,173,6,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#alfred_hostler> <http://www.example.com/genealogy.owl#hasChild> ?x },hasChild,edna_hostler; harry_bright_hostler; robert_jerome_hostler; ruth_hostler,3,3,1hop-family-tree_alfred_hostler-alfred_hostler-hasChild,2.0,1.0,2.0_1.0,train
1hop-family-tree_ruth_hostler-ruth_hostler-hasBrother-BIN,family-tree,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ruth_hostler> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#harry_bright_hostler> },hasBrother,TRUE,1,3,1hop-family-tree_ruth_hostler-ruth_hostler-hasBrother,2.0,,2.0_nan,train
1hop-family-tree_edna_hostler-edna_hostler-hasMother-BIN,family-tree,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#edna_hostler> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#charlotte_caroline_jane_bright_1894> },hasMother,TRUE,1,3,1hop-family-tree_edna_hostler-edna_hostler-hasMother,2.0,,2.0_nan,train
1hop-family-tree_alfred_hostler-alfred_hostler-hasChild-BIN,family-tree,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_hostler> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#edna_hostler> },hasChild,TRUE,3,3,1hop-family-tree_alfred_hostler-alfred_hostler-hasChild,2.0,1.0,2.0_1.0,train
1hop-family-tree_alfred_hostler-alfred_hostler-hasChild-BIN,family-tree,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_hostler> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#robert_jerome_hostler> },hasChild,TRUE,3,3,1hop-family-tree_alfred_hostler-alfred_hostler-hasChild,2.0,1.0,2.0_1.0,train
1hop-family-tree_alfred_hostler-alfred_hostler-hasChild-BIN,family-tree,173,6,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_hostler> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#ruth_hostler> },hasChild,TRUE,3,3,1hop-family-tree_alfred_hostler-alfred_hostler-hasChild,2.0,1.0,2.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#ellen_steward_1844> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> ?x },isParentOf,alfred_steward_1846; caroline_steward_1853; elizabeth_steward_1850; ellen_steward_1844; george_steward_1835; harsley_steward_1839; houghton_steward_1841; james_steward_1830; john_steward_1833; joseph_steward_1837; sarah_steward_1849; william_steward_1827,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isSiblingOf,TRUE,3,4,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSiblingOf> ?x },isSiblingOf,eleanor_harsley_1808; elizabeth_harsley_1803; john_harsley_1791; mary_harsley_1810; randall_harsley_1801; rebecca_harsley_1793,3,4,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#alfred_steward_1846> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },isBloodrelationOf,alfred_steward_1846; caroline_steward_1853; elizabeth_steward_1850; ellen_steward_1844; george_steward_1835; harsley_steward_1839; houghton_steward_1841; james_steward_1830; john_steward_1833; joseph_steward_1837; sarah_steward_1849; william_steward_1827,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#alfred_steward_1846> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#william_steward_1827> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_john_steward_1833-john_steward_1833-isChildOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_steward_1833> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#john_steward_1802> },isChildOf,TRUE,3,3,1hop-family-tree_john_steward_1833-john_steward_1833-isChildOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_john_steward_1833-john_steward_1833-isChildOf-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#john_steward_1833> <http://www.example.com/genealogy.owl#isChildOf> ?x },isChildOf,eleanor_harsley_1808; john_steward_1802,3,3,1hop-family-tree_john_steward_1833-john_steward_1833-isChildOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_sarah_steward_1849-sarah_steward_1849-hasParent-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_steward_1849> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasParent,TRUE,3,3,1hop-family-tree_sarah_steward_1849-sarah_steward_1849-hasParent,22.0,1.0,22.0_1.0,train
1hop-family-tree_sarah_steward_1849-sarah_steward_1849-hasParent-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#sarah_steward_1849> <http://www.example.com/genealogy.owl#hasParent> ?x },hasParent,eleanor_harsley_1808; john_steward_1802,3,3,1hop-family-tree_sarah_steward_1849-sarah_steward_1849-hasParent,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#william_steward_1827> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_john_steward_1802-john_steward_1802-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#ellen_steward_1797> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_john_steward_1802-john_steward_1802-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_john_steward_1802-john_steward_1802-isBloodrelationOf-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?x },isBloodrelationOf,ellen_steward_1797; james_steward_1798; john_steward_1802,3,3,1hop-family-tree_john_steward_1802-john_steward_1802-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#george_steward_1835> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_harsley_steward_1839-harsley_steward_1839-hasParent-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },hasParent,TRUE,3,3,1hop-family-tree_harsley_steward_1839-harsley_steward_1839-hasParent,22.0,1.0,22.0_1.0,train
1hop-family-tree_harsley_steward_1839-harsley_steward_1839-hasParent-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#hasParent> ?x },hasParent,eleanor_harsley_1808; john_steward_1802,3,3,1hop-family-tree_harsley_steward_1839-harsley_steward_1839-hasParent,22.0,1.0,22.0_1.0,train
1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#eleanor_harsley_1808> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#caroline_steward_1853> },isParentOf,TRUE,3,3,1hop-family-tree_eleanor_harsley_1808-eleanor_harsley_1808-isParentOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_alfred_steward_1846-alfred_steward_1846-isChildOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_steward_1846> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#john_steward_1802> },isChildOf,TRUE,3,3,1hop-family-tree_alfred_steward_1846-alfred_steward_1846-isChildOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_alfred_steward_1846-alfred_steward_1846-isChildOf-MC,family-tree,173,26,Property Assertion,MC,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#alfred_steward_1846> <http://www.example.com/genealogy.owl#isChildOf> ?x },isChildOf,eleanor_harsley_1808; john_steward_1802,3,3,1hop-family-tree_alfred_steward_1846-alfred_steward_1846-isChildOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#joseph_steward_1837> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_sarah_stocks_1768-sarah_stocks_1768-isMotherOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#sarah_stocks_1768> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isMotherOf,TRUE,1,3,1hop-family-tree_sarah_stocks_1768-sarah_stocks_1768-isMotherOf,22.0,,22.0_nan,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_steward_1830> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_alfred_steward_1846-alfred_steward_1846-hasFather-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#alfred_steward_1846> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#john_steward_1802> },hasFather,TRUE,3,3,1hop-family-tree_alfred_steward_1846-alfred_steward_1846-hasFather,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#ellen_steward_1844> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> },isSiblingOf,TRUE,3,4,1hop-family-tree_elizabeth_harsley_1803-elizabeth_harsley_1803-isSiblingOf,22.0,1.0,22.0_1.0,train
1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf-BIN,family-tree,173,26,Property Assertion,BIN,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#sarah_steward_1849> },isBloodrelationOf,TRUE,3,3,1hop-family-tree_ellen_steward_1844-ellen_steward_1844-isBloodrelationOf,22.0,1.0,22.0_1.0,train
