Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split,Language,Question
1hop-Thing_alfred_steward_1846-randall-isUncleOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#randall_harsley_1801> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#john_steward_1833> },isUncleOf,true,2,3,10,1hop-Thing_alfred_steward_1846-randall-isUncleOf,32.0,17.0,32.0_17.0,train,English,Is Randall Harsley the uncle of John Steward?
1hop-Thing_alfred_steward_1846-randall-isUncleOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#randall_harsley_1801> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#george_steward_1835> },isUncleOf,true,2,3,10,1hop-Thing_alfred_steward_1846-randall-isUncleOf,32.0,17.0,32.0_17.0,train,English,Is Randall Harsley the uncle of George Steward?
1hop-Thing_alfred_steward_1846-randall-isUncleOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#randall_harsley_1801> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#houghton_steward_1841> },isUncleOf,true,2,3,10,1hop-Thing_alfred_steward_1846-randall-isUncleOf,32.0,17.0,32.0_17.0,train,English,Is Randall Harsley the uncle of Houghton Steward?
1hop-Thing_alfred_steward_1846-randall-isUncleOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#randall_harsley_1801> <http://www.example.com/genealogy.owl#isUncleOf> <http://www.example.com/genealogy.owl#joseph_steward_1837> },isUncleOf,true,2,3,10,1hop-Thing_alfred_steward_1846-randall-isUncleOf,32.0,17.0,32.0_17.0,train,English,Is Randall Harsley the uncle of Joseph Steward?
1hop-Thing_alfred_steward_1846-george-isChildOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isChildOf,true,1,2,10,1hop-Thing_alfred_steward_1846-george-isChildOf,32.0,8.0,32.0_8.0,train,English,Is George Steward a child of Eleanor Harsley?
1hop-Thing_alfred_steward_1846-george-isChildOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#john_steward_1802> },isChildOf,true,1,2,10,1hop-Thing_alfred_steward_1846-george-isChildOf,32.0,8.0,32.0_8.0,train,English,Is George Steward the child of John Steward?
1hop-Thing_alfred_steward_1846-ellen-hasFather-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#john_steward_1802> },hasFather,true,1,2,10,1hop-Thing_alfred_steward_1846-ellen-hasFather,32.0,8.0,32.0_8.0,train,English,Does Ellen Steward have John Steward as her father?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#alfred_steward_1846> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and Alfred Steward siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#william_steward_1827> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and William Steward siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#elizabeth_steward_1850> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and Elizabeth Steward siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#harsley_steward_1839> },isSiblingOf,true,1,3,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,8.0,32.0_8.0,train,English,Are George Steward and Harsley Steward siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#james_steward_1830> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and James Steward siblings?
1hop-Thing_alfred_steward_1846-mary-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_harsley_1810> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isSiblingOf,true,1,2,10,1hop-Thing_alfred_steward_1846-mary-isSiblingOf,32.0,8.0,32.0_8.0,train,English,Are Mary Harsley and Eleanor Harsley siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#caroline_steward_1853> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and Caroline Steward siblings?
1hop-Thing_alfred_steward_1846-mary-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_harsley_1810> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#randall_harsley_1801> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-mary-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are Mary Harsley and Randall Harsley siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#sarah_steward_1849> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and Sarah Steward siblings?
1hop-Thing_alfred_steward_1846-mary-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_harsley_1810> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#elizabeth_harsley_1803> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-mary-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are Mary Harsley and Elizabeth Harsley siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ellen_steward_1844> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and Ellen Steward siblings?
1hop-Thing_alfred_steward_1846-mary-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_harsley_1810> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#john_harsley_1791> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-mary-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are Mary Harsley and John Harsley siblings?
1hop-Thing_alfred_steward_1846-mary-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_harsley_1810> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#rebecca_harsley_1793> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-mary-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are Mary Harsley and Rebecca Harsley siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#john_steward_1833> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and John Steward siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#houghton_steward_1841> },isSiblingOf,true,1,3,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,8.0,32.0_8.0,train,English,Are George Steward and Houghton Steward siblings?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#joseph_steward_1837> },isSiblingOf,true,2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Are George Steward and Joseph Steward siblings?
1hop-Thing_alfred_steward_1846-harsley-isChildOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#eleanor_harsley_1808> },isChildOf,true,1,2,10,1hop-Thing_alfred_steward_1846-harsley-isChildOf,32.0,8.0,32.0_8.0,train,English,Is Harsley Steward a child of Eleanor Harsley?
1hop-Thing_alfred_steward_1846-harsley-isChildOf-BIN,Thing_alfred_steward_1846,43,59,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#john_steward_1802> },isChildOf,true,1,2,10,1hop-Thing_alfred_steward_1846-harsley-isChildOf,32.0,8.0,32.0_8.0,train,English,Is Harsley Steward a child of John Steward?
1hop-Thing_alfred_steward_1846-mary-isSiblingOf-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_harsley_1810> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"randall_harsley_1801, elizabeth_harsley_1803, rebecca_harsley_1793, john_harsley_1791, eleanor_harsley_1808",2,4,10,1hop-Thing_alfred_steward_1846-mary-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Which individuals are siblings of Mary Harsley?
1hop-Thing_alfred_steward_1846-george-isSiblingOf-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"alfred_steward_1846, william_steward_1827, james_steward_1830, john_steward_1833, sarah_steward_1849, ellen_steward_1844, caroline_steward_1853, elizabeth_steward_1850, harsley_steward_1839, houghton_steward_1841, joseph_steward_1837",2,4,10,1hop-Thing_alfred_steward_1846-george-isSiblingOf,32.0,17.0,32.0_17.0,train,English,Which individuals are siblings of George Steward?
1hop-Thing_alfred_steward_1846-randall-isUncleOf-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#randall_harsley_1801> <http://www.example.com/genealogy.owl#isUncleOf> ?object },isUncleOf,"alfred_steward_1846, james_steward_1830, sarah_steward_1849, ellen_steward_1844, elizabeth_steward_1850, harsley_steward_1839, houghton_steward_1841, joseph_steward_1837, william_steward_1827, john_steward_1833, caroline_steward_1853, george_steward_1835",2,3,10,1hop-Thing_alfred_steward_1846-randall-isUncleOf,32.0,17.0,32.0_17.0,train,English,Who is the nephew or niece of Randall Harsley?
1hop-Thing_alfred_steward_1846-ellen-hasFather-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ellen_steward_1844> <http://www.example.com/genealogy.owl#hasFather> ?object },hasFather,john_steward_1802,1,2,10,1hop-Thing_alfred_steward_1846-ellen-hasFather,32.0,8.0,32.0_8.0,train,English,Who is the father of Ellen Steward?
1hop-Thing_alfred_steward_1846-john-hasFather-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_steward_1802> <http://www.example.com/genealogy.owl#hasFather> ?object },hasFather,william_steward_1766,1,2,10,1hop-Thing_alfred_steward_1846-john-hasFather,32.0,8.0,32.0_8.0,train,English,Who is the father of John Steward?
1hop-Thing_alfred_steward_1846-harsley-isChildOf-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#harsley_steward_1839> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,"john_steward_1802, eleanor_harsley_1808",1,2,10,1hop-Thing_alfred_steward_1846-harsley-isChildOf,32.0,8.0,32.0_8.0,train,English,Who is the parent of Harsley Steward?
1hop-Thing_alfred_steward_1846-george-isChildOf-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#george_steward_1835> <http://www.example.com/genealogy.owl#isChildOf> ?object },isChildOf,"john_steward_1802, eleanor_harsley_1808",1,2,10,1hop-Thing_alfred_steward_1846-george-isChildOf,32.0,8.0,32.0_8.0,train,English,Who is the parent of George Steward?
1hop-Thing_alfred_steward_1846-john-hasFather-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_steward_1833> <http://www.example.com/genealogy.owl#hasFather> ?object },hasFather,john_steward_1802,1,2,10,1hop-Thing_alfred_steward_1846-john-hasFather,32.0,8.0,32.0_8.0,train,English,Who is the father of John Steward?
1hop-Thing_alfred_steward_1846-sarah-hasChild-MC,Thing_alfred_steward_1846,43,59,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#sarah_stocks_1768> <http://www.example.com/genealogy.owl#hasChild> ?object },hasChild,eleanor_harsley_1808,1,2,10,1hop-Thing_alfred_steward_1846-sarah-hasChild,32.0,8.0,32.0_8.0,train,English,Which children are associated with Sarah Stocks?
1hop-Thing_alice_harvey_1895-john-isMalePartnerIn-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_henry_harvey> <http://www.example.com/genealogy.owl#isMalePartnerIn> <http://www.example.com/genealogy.owl#m138> },isMalePartnerIn,true,1,2,10,1hop-Thing_alice_harvey_1895-john-isMalePartnerIn,9.0,8.0,9.0_8.0,train,English,Is John Henry Harvey a male partner in the relationship with m138?
1hop-Thing_alice_harvey_1895-john-isPartnerIn-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_henry_harvey> <http://www.example.com/genealogy.owl#isPartnerIn> <http://www.example.com/genealogy.owl#m138> },isPartnerIn,true,1,3,10,1hop-Thing_alice_harvey_1895-john-isPartnerIn,9.0,8.0,9.0_8.0,train,English,Is John Henry Harvey a partner in the relationship identified as m138?
1hop-Thing_alice_harvey_1895-mary-isMotherOf-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#robert_harvey_1906> },isMotherOf,true,1,2,10,1hop-Thing_alice_harvey_1895-mary-isMotherOf,9.0,8.0,9.0_8.0,train,English,Is Mary Eliza Jessop the mother of Robert Harvey?
1hop-Thing_alice_harvey_1895-mary-isMotherOf-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#alice_harvey_1895> },isMotherOf,true,2,20,10,1hop-Thing_alice_harvey_1895-mary-isMotherOf,9.0,17.0,9.0_17.0,train,English,Is Mary Eliza Jessop the mother of Alice Harvey?
1hop-Thing_alice_harvey_1895-mary-isMotherOf-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#john_jessop_harvey_1892> },isMotherOf,true,2,20,10,1hop-Thing_alice_harvey_1895-mary-isMotherOf,9.0,17.0,9.0_17.0,train,English,Is Mary Eliza Jessop the mother of John Jessop Harvey?
1hop-Thing_alice_harvey_1895-mary-isMotherOf-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#ethel_harvey_1888> },isMotherOf,true,1,2,10,1hop-Thing_alice_harvey_1895-mary-isMotherOf,9.0,8.0,9.0_8.0,train,English,Is Mary Eliza Jessop the mother of Ethel Harvey?
1hop-Thing_alice_harvey_1895-mary-isMotherOf-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#elma_harvey_1903> },isMotherOf,true,2,19,10,1hop-Thing_alice_harvey_1895-mary-isMotherOf,9.0,17.0,9.0_17.0,train,English,Is Mary Eliza Jessop the mother of Elma Harvey?
1hop-Thing_alice_harvey_1895-mary-isMotherOf-BIN,Thing_alice_harvey_1895,43,18,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#hilda_harvey_1890> },isMotherOf,true,1,2,10,1hop-Thing_alice_harvey_1895-mary-isMotherOf,9.0,8.0,9.0_8.0,train,English,Is Mary Eliza Jessop the mother of Hilda Harvey?
1hop-Thing_alice_harvey_1895-mary-isMotherOf-MC,Thing_alice_harvey_1895,43,18,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_eliza_jessop_1863> <http://www.example.com/genealogy.owl#isMotherOf> ?object },isMotherOf,"alice_harvey_1895, elma_harvey_1903, robert_harvey_1906, hilda_harvey_1890, john_jessop_harvey_1892, ethel_harvey_1888",2,11,10,1hop-Thing_alice_harvey_1895-mary-isMotherOf,9.0,17.0,9.0_17.0,train,English,Which individuals are children of Mary Eliza Jessop?
1hop-Thing_alice_harvey_1895-john-isMalePartnerIn-MC,Thing_alice_harvey_1895,43,18,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_henry_harvey> <http://www.example.com/genealogy.owl#isMalePartnerIn> ?object },isMalePartnerIn,m138,1,2,10,1hop-Thing_alice_harvey_1895-john-isMalePartnerIn,9.0,8.0,9.0_8.0,train,English,Which individuals are partners of John Henry Harvey?
1hop-Thing_alice_harvey_1895-john-isPartnerIn-MC,Thing_alice_harvey_1895,43,18,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_henry_harvey> <http://www.example.com/genealogy.owl#isPartnerIn> ?object },isPartnerIn,m138,1,3,10,1hop-Thing_alice_harvey_1895-john-isPartnerIn,9.0,8.0,9.0_8.0,train,English,Who is John Henry Harvey's partner?
1hop-Thing_alice_whitfield_1859-walter-hasMother-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#walter_whitfield_1863> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#harriet_ann_young_1825> },hasMother,true,1,2,10,1hop-Thing_alice_whitfield_1859-walter-hasMother,35.0,8.0,35.0_8.0,train,English,Does Walter Whitfield have Harriet Ann Young as his mother?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#samuel_young_1829> },hasRelation,true,4,4,3,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,35.0,35.0_35.0,train,English,Is Clarence John Heath related to Samuel Young?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> },hasRelation,true,2,7,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,17.0,35.0_17.0,train,English,Is there a relationship between Clarence John Heath and Florelle Nenuphar Heath?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_whitfield_1821> },hasRelation,true,2,4,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,17.0,35.0_17.0,train,English,Is there a relationship between Clarence John Heath and James Whitfield?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_young_1827> },hasRelation,true,4,4,3,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,35.0,35.0_35.0,train,English,Is Clarence John Heath related to John Young?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#annie_whitfield> },hasRelation,true,4,4,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,35.0,35.0_35.0,train,English,Is Clarence John Heath related to Annie Whitfield?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#lemuel_frederic_heath_1891> },hasRelation,true,2,7,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,17.0,35.0_17.0,train,English,Is there a relationship between Clarence John Heath and Lemuel Frederic Heath?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sydney_victor_heath_1899> },hasRelation,true,2,7,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,17.0,35.0_17.0,train,English,Is there a relationship between Clarence John Heath and Sydney Victor Heath?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#violet_heath_1887> },hasRelation,true,2,7,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,17.0,35.0_17.0,train,English,Is there a relationship between Clarence John Heath and Violet Heath?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#harriet_ann_whitfield_1850> },hasRelation,true,4,4,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,35.0,35.0_35.0,train,English,Is there a relationship between Clarence John Heath and Harriet Ann Whitfield?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#henry_young_1831> },hasRelation,true,4,4,3,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,35.0,35.0_35.0,train,English,Is there a relationship between Clarence John Heath and Henry Young?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#william_young_1823> },hasRelation,true,4,4,4,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,35.0,35.0_35.0,train,English,Is Clarence John Heath related to William Young?
1hop-Thing_alice_whitfield_1859-clarence-hasRelation-BIN,Thing_alice_whitfield_1859,43,63,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#sarah_jewell_1790> },hasRelation,true,2,5,10,1hop-Thing_alice_whitfield_1859-clarence-hasRelation,35.0,17.0,35.0_17.0,train,English,Is Clarence John Heath related to Sarah Jewell?
