SPARQL_index,SPARQL_query,generated_question,language,answer_type,task_type,model,model_version,python_version,timestamp_request,response_time_sec,response_preview,success,temperature,max_tokens,top_p,presence_penalty,frequency_penalty
560,ASK WHERE { <http://www.example.com/genealogy.owl#george_tacey_1831> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_hollinsworth_1768> },Is there a relationship between George Tacey and John Hollinsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:46.076566,1.001,Is there a relationship between George Tacey and John Hollinsworth?,True,0.0,4096,1.0,0.0,0.0
561,ASK WHERE { <http://www.example.com/genealogy.owl#george_tacey_1831> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#james_hollinsworth_1804> },Is there a relationship between George Tacey and James Hollinsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:46.660801,0.483,Is there a relationship between George Tacey and James Hollinsworth?,True,0.0,4096,1.0,0.0,0.0
562,ASK WHERE { <http://www.example.com/genealogy.owl#george_tacey_1831> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#mary_glover> },Is there a relationship between George Tacey and Mary Glover?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:47.691514,0.929,Is there a relationship between George Tacey and Mary Glover?,True,0.0,4096,1.0,0.0,0.0
563,ASK WHERE { <http://www.example.com/genealogy.owl#john_hollinsworth_1768> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#ann_hollinsworth_1808> },Is John Hollinsworth the father of Ann Hollinsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:48.259238,0.467,Is John Hollinsworth the father of Ann Hollinsworth?,True,0.0,4096,1.0,0.0,0.0
564,ASK WHERE { <http://www.example.com/genealogy.owl#john_hollinsworth_1768> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#james_hollinsworth_1804> },Is John Hollinsworth the father of James Hollinsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:49.504607,1.144,Is John Hollinsworth the father of James Hollinsworth?,True,0.0,4096,1.0,0.0,0.0
565,ASK WHERE { <http://www.example.com/genealogy.owl#john_hollinsworth_1768> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> },Is John Hollinsworth the father of Mary Hollingsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:50.078824,0.472,Is John Hollinsworth the father of Mary Hollingsworth?,True,0.0,4096,1.0,0.0,0.0
566,ASK WHERE { <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#ann_hollinsworth_1808> },Is Mary Hollingsworth a blood relative of Ann Hollinsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:50.843920,0.665,Is Mary Hollingsworth a blood relative of Ann Hollinsworth?,True,0.0,4096,1.0,0.0,0.0
567,ASK WHERE { <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_hollinsworth_1804> },Is Mary Hollingsworth a blood relative of James Hollinsworth?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:52.311776,1.367,Is Mary Hollingsworth a blood relative of James Hollinsworth?,True,0.0,4096,1.0,0.0,0.0
568,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_hollingsworth_1801> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },Who are the blood relatives of Mary Hollingsworth?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:53.092165,0.68,Who are the blood relatives of Mary Hollingsworth?,True,0.0,4096,1.0,0.0,0.0
569,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_hollinsworth_1768> <http://www.example.com/genealogy.owl#isFatherOf> ?object },Who are the children of John Hollinsworth?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:53.661549,0.468,Who are the children of John Hollinsworth?,True,0.0,4096,1.0,0.0,0.0
570,ASK WHERE { <http://www.example.com/genealogy.owl#lucy_jacobs_1844> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#james_jacobs_1806> },Does Lucy Jacobs have James Jacobs as her father?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:54.224207,0.461,Does Lucy Jacobs have James Jacobs as her father?,True,0.0,4096,1.0,0.0,0.0
571,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#lucy_jacobs_1844> <http://www.example.com/genealogy.owl#hasFather> ?object },Who is the father of Lucy Jacobs?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:54.783450,0.458,Who is the father of Lucy Jacobs?,True,0.0,4096,1.0,0.0,0.0
572,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_pickard_1844> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> },Does Hannah Pickard have Frances Elizabeth Ingelby as her mother?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:55.619600,0.735,Does Hannah Pickard have Frances Elizabeth Ingelby as her mother?,True,0.0,4096,1.0,0.0,0.0
573,ASK WHERE { <http://www.example.com/genealogy.owl#hannah_pickard_1844> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> },Does Hannah Pickard have Frances Elizabeth Ingelby as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:56.230174,0.509,Does Hannah Pickard have Frances Elizabeth Ingelby as a parent?,True,0.0,4096,1.0,0.0,0.0
574,ASK WHERE { <http://www.example.com/genealogy.owl#william_ingelby_1789> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#frances_elizabeth_ingelby_1816> },Is William Ingelby a parent of Frances Elizabeth Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:57.085812,0.755,Is William Ingelby a parent of Frances Elizabeth Ingelby?,True,0.0,4096,1.0,0.0,0.0
575,ASK WHERE { <http://www.example.com/genealogy.owl#william_ingelby_1789> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#sarah_ingelby_1821> },Is William Ingelby a parent of Sarah Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:57.796163,0.609,Is William Ingelby a parent of Sarah Ingelby?,True,0.0,4096,1.0,0.0,0.0
576,ASK WHERE { <http://www.example.com/genealogy.owl#william_ingelby_1789> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#james_ingelby_1811> },Is William Ingelby a parent of James Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:58.470983,0.573,Is William Ingelby a parent of James Ingelby?,True,0.0,4096,1.0,0.0,0.0
577,ASK WHERE { <http://www.example.com/genealogy.owl#william_ingelby_1789> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#george_ingelby_1814> },Is William Ingelby the parent of George Ingelby?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:04:59.478529,0.907,Is William Ingelby the parent of George Ingelby?,True,0.0,4096,1.0,0.0,0.0
578,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#hannah_pickard_1844> <http://www.example.com/genealogy.owl#hasMother> ?object },Who is the mother of Hannah Pickard?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:00.224390,0.644,Who is the mother of Hannah Pickard?,True,0.0,4096,1.0,0.0,0.0
579,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#hannah_pickard_1844> <http://www.example.com/genealogy.owl#hasParent> ?object },Who is the parent of Hannah Pickard?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:01.542594,1.218,Who is the parent of Hannah Pickard?,True,0.0,4096,1.0,0.0,0.0
580,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_ingelby_1789> <http://www.example.com/genealogy.owl#isParentOf> ?object },Which individuals are children of William Ingelby?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:02.321466,0.678,Which individuals are children of William Ingelby?,True,0.0,4096,1.0,0.0,0.0
581,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },Is Ann James a person?,English,Binary,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:02.803640,0.381,Is Ann James a person?,True,0.0,4096,1.0,0.0,0.0
582,ASK WHERE { <http://www.example.com/genealogy.owl#m178> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },"Is the entity with the identifier ""m178"" classified as a Domain Entity?",English,Binary,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:04.178927,1.274,"Is the entity with the identifier ""m178"" classified as a Domain Entity?",True,0.0,4096,1.0,0.0,0.0
583,ASK WHERE { <http://www.example.com/genealogy.owl#m178> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Marriage> },"Is the individual identified as ""m178"" married?",English,Binary,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:04.889403,0.607,"Is the individual identified as ""m178"" married?",True,0.0,4096,1.0,0.0,0.0
584,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },Is Ann James considered a domain entity?,English,Binary,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:05.616018,0.626,Is Ann James considered a domain entity?,True,0.0,4096,1.0,0.0,0.0
585,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },Is Ann James a woman?,English,Binary,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:06.236861,0.519,Is Ann James a woman?,True,0.0,4096,1.0,0.0,0.0
586,ASK WHERE { <http://www.example.com/genealogy.owl#ann_james> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },Is Ann James considered an ancestor?,English,Binary,Membership,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:06.856144,0.519,Is Ann James considered an ancestor?,True,0.0,4096,1.0,0.0,0.0
587,ASK WHERE { <http://www.example.com/genealogy.owl#james_dickens_1774> <http://www.example.com/genealogy.owl#hasSpouse> <http://www.example.com/genealogy.owl#ann_lodge_1763> },Does James Dickens have Ann Lodge as a spouse?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:07.644838,0.688,Does James Dickens have Ann Lodge as a spouse?,True,0.0,4096,1.0,0.0,0.0
588,ASK WHERE { <http://www.example.com/genealogy.owl#ann_lodge_1763> <http://www.example.com/genealogy.owl#hasHusband> <http://www.example.com/genealogy.owl#james_dickens_1774> },Does Ann Lodge have a husband named James Dickens?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:08.364068,0.619,Does Ann Lodge have a husband named James Dickens?,True,0.0,4096,1.0,0.0,0.0
589,ASK WHERE { <http://www.example.com/genealogy.owl#mary_dickens_1802> <http://www.example.com/genealogy.owl#hasMother> <http://www.example.com/genealogy.owl#ann_lodge_1763> },Is Ann Lodge the mother of Mary Dickens?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:09.136155,0.671,Is Ann Lodge the mother of Mary Dickens?,True,0.0,4096,1.0,0.0,0.0
590,ASK WHERE { <http://www.example.com/genealogy.owl#ann_lodge_1763> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#mary_dickens_1802> },Is Ann Lodge an ancestor of Mary Dickens?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:09.902781,0.665,Is Ann Lodge an ancestor of Mary Dickens?,True,0.0,4096,1.0,0.0,0.0
591,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_lodge_1763> <http://www.example.com/genealogy.owl#hasHusband> ?object },Who is the husband of Ann Lodge?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:10.529167,0.525,Who is the husband of Ann Lodge?,True,0.0,4096,1.0,0.0,0.0
592,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_dickens_1774> <http://www.example.com/genealogy.owl#hasSpouse> ?object },Who is the spouse of James Dickens?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:11.945393,1.316,Who is the spouse of James Dickens?,True,0.0,4096,1.0,0.0,0.0
593,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_dickens_1802> <http://www.example.com/genealogy.owl#hasMother> ?object },Who is the mother of Mary Dickens?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:12.534427,0.488,Who is the mother of Mary Dickens?,True,0.0,4096,1.0,0.0,0.0
594,ASK WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isFemalePartnerIn> <http://www.example.com/genealogy.owl#m153> },Is Ann Norton a female partner of m153?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:13.288444,0.652,Is Ann Norton a female partner of m153?,True,0.0,4096,1.0,0.0,0.0
595,ASK WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#samuel_young_1829> },Is Ann Norton a parent of Samuel Young?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:13.724270,0.335,Is Ann Norton a parent of Samuel Young?,True,0.0,4096,1.0,0.0,0.0
596,ASK WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#john_young_1827> },Is Ann Norton a parent of John Young?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:14.460412,0.634,Is Ann Norton a parent of John Young?,True,0.0,4096,1.0,0.0,0.0
597,ASK WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#william_young_1823> },Is Ann Norton the parent of William Young?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:15.635704,1.075,Is Ann Norton the parent of William Young?,True,0.0,4096,1.0,0.0,0.0
598,ASK WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#henry_young_1831> },Is Ann Norton a parent of Henry Young?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:16.442163,0.706,Is Ann Norton a parent of Henry Young?,True,0.0,4096,1.0,0.0,0.0
599,ASK WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#james_young_1836> },Is Ann Norton a parent of James Young?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:17.169639,0.626,Is Ann Norton a parent of James Young?,True,0.0,4096,1.0,0.0,0.0
600,ASK WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#edward_young_1821> },Is Ann Norton the parent of Edward Young?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:17.851279,0.547,Is Ann Norton the parent of Edward Young?,True,0.0,4096,1.0,0.0,0.0
601,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ann_norton_1799> <http://www.example.com/genealogy.owl#isFemalePartnerIn> ?object },Which individuals are known to be female partners of Ann Norton?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:18.692528,0.74,Which individuals are known to be female partners of Ann Norton?,True,0.0,4096,1.0,0.0,0.0
602,ASK WHERE { <http://www.example.com/genealogy.owl#ralph_pickard_1857> <http://www.example.com/genealogy.owl#hasFather> <http://www.example.com/genealogy.owl#richard_pickard_1807> },Does Ralph Pickard have Richard Pickard as his father?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:19.735077,0.941,Does Ralph Pickard have Richard Pickard as his father?,True,0.0,4096,1.0,0.0,0.0
603,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_pickard_1805> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#susanna_walkerly_1777> },Does Elizabeth Pickard have Susanna Walkerly as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:20.352673,0.516,Does Elizabeth Pickard have Susanna Walkerly as a parent?,True,0.0,4096,1.0,0.0,0.0
604,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_pickard_1805> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#ralph_pickard_1775> },Does Elizabeth Pickard have Ralph Pickard as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:21.091631,0.638,Does Elizabeth Pickard have Ralph Pickard as a parent?,True,0.0,4096,1.0,0.0,0.0
605,ASK WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#susanna_walkerly_1777> },Does Richard Pickard have Susanna Walkerly as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:21.813853,0.622,Does Richard Pickard have Susanna Walkerly as a parent?,True,0.0,4096,1.0,0.0,0.0
606,ASK WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#hasParent> <http://www.example.com/genealogy.owl#ralph_pickard_1775> },Does Richard Pickard have Ralph Pickard as a parent?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:23.153315,1.237,Does Richard Pickard have Ralph Pickard as a parent?,True,0.0,4096,1.0,0.0,0.0
607,ASK WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#susanna_walkerly_1777> },Is Richard Pickard the child of Susanna Walkerly?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:23.936406,0.682,Is Richard Pickard the child of Susanna Walkerly?,True,0.0,4096,1.0,0.0,0.0
608,ASK WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#isChildOf> <http://www.example.com/genealogy.owl#ralph_pickard_1775> },Is Richard Pickard the child of Ralph Pickard?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:24.975972,0.939,Is Richard Pickard the child of Ralph Pickard?,True,0.0,4096,1.0,0.0,0.0
609,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#ralph_pickard_1857> <http://www.example.com/genealogy.owl#hasFather> ?object },Who is the father of Ralph Pickard?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:25.574017,0.495,Who is the father of Ralph Pickard?,True,0.0,4096,1.0,0.0,0.0
610,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#elizabeth_pickard_1805> <http://www.example.com/genealogy.owl#hasParent> ?object },Who is the parent of Elizabeth Pickard?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:26.193677,0.517,Who is the parent of Elizabeth Pickard?,True,0.0,4096,1.0,0.0,0.0
611,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#hasParent> ?object },Who is the parent of Richard Pickard?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:27.025403,0.732,Who is the parent of Richard Pickard?,True,0.0,4096,1.0,0.0,0.0
612,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#richard_pickard_1807> <http://www.example.com/genealogy.owl#isChildOf> ?object },Who is the parent of Richard Pickard?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:27.833624,0.707,Who is the parent of Richard Pickard?,True,0.0,4096,1.0,0.0,0.0
613,ASK WHERE { <http://www.example.com/genealogy.owl#arthur_tuton> <http://www.example.com/genealogy.owl#hasChild> <http://www.example.com/genealogy.owl#vera_tuton_1920> },Does Arthur Tuton have a child named Vera Tuton?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:28.415087,0.48,Does Arthur Tuton have a child named Vera Tuton?,True,0.0,4096,1.0,0.0,0.0
614,ASK WHERE { <http://www.example.com/genealogy.owl#elma_ellen_story_1893> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#vera_tuton_1920> },Is Elma Ellen Story an ancestor of Vera Tuton?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:29.432918,0.916,Is Elma Ellen Story an ancestor of Vera Tuton?,True,0.0,4096,1.0,0.0,0.0
615,ASK WHERE { <http://www.example.com/genealogy.owl#elma_ellen_story_1893> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#celia_pinchbeck_1949> },Is Elma Ellen Story an ancestor of Celia Pinchbeck?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:30.196614,0.663,Is Elma Ellen Story an ancestor of Celia Pinchbeck?,True,0.0,4096,1.0,0.0,0.0
616,ASK WHERE { <http://www.example.com/genealogy.owl#vera_tuton_1920> <http://www.example.com/genealogy.owl#isMotherOf> <http://www.example.com/genealogy.owl#celia_pinchbeck_1949> },Is Vera Tuton the mother of Celia Pinchbeck?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:30.994778,0.697,Is Vera Tuton the mother of Celia Pinchbeck?,True,0.0,4096,1.0,0.0,0.0
617,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#arthur_tuton> <http://www.example.com/genealogy.owl#hasChild> ?object },Which children are associated with Arthur Tuton?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:31.692973,0.597,Which children are associated with Arthur Tuton?,True,0.0,4096,1.0,0.0,0.0
618,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#elma_ellen_story_1893> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },Which individuals are descendants of Elma Ellen Story?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:32.302852,0.507,Which individuals are descendants of Elma Ellen Story?,True,0.0,4096,1.0,0.0,0.0
619,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#vera_tuton_1920> <http://www.example.com/genealogy.owl#isMotherOf> ?object },Who are the children of Vera Tuton?,English,Multi Choice,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:32.883302,0.479,Who are the children of Vera Tuton?,True,0.0,4096,1.0,0.0,0.0
620,ASK WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#avril_bright_1990> },Is John Bright an ancestor of Avril Bright?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:33.609642,0.625,Is John Bright an ancestor of Avril Bright?,True,0.0,4096,1.0,0.0,0.0
621,ASK WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#thomas_john_bright_1988> },Is John Bright an ancestor of Thomas John Bright?,English,Binary,Property Assertion,gpt-4o-mini,gpt-4o-mini-2024-07-18 (fingerprint: None),3.12.4,2025-07-19T16:05:34.212598,0.502,Is John Bright an ancestor of Thomas John Bright?,True,0.0,4096,1.0,0.0,0.0
