Task ID,Root Entity,Size of ontology TBox,Size of ontology ABox,Task Type,Answer Type,SPARQL Query,Predicate,Answer,Avg Min Explanation Size,Avg Max Explanation Size,Avg Explanation Count,Task ID temp,Bin_Size of ontology ABox,Bin_Avg Min Explanation Size,strata,split
1hop-Thing_charlotte_cotton_1840-mary-hasRelation-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#rebecca_cotton_1845> },hasRelation,true,2,7,10,1hop-Thing_charlotte_cotton_1840-mary-hasRelation,7.0,0.0,7.0_0.0,train
1hop-Thing_charlotte_cotton_1840-mary-hasRelation-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#edward_cotton_1850> },hasRelation,true,2,7,10,1hop-Thing_charlotte_cotton_1840-mary-hasRelation,7.0,0.0,7.0_0.0,train
1hop-Thing_charlotte_cotton_1840-mary-hasRelation-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_blanchard_1807> },hasRelation,true,20,20,1,1hop-Thing_charlotte_cotton_1840-mary-hasRelation,7.0,15.0,7.0_15.0,train
1hop-Thing_charlotte_cotton_1840-mary-hasRelation-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#charlotte_cotton_1840> },hasRelation,true,2,4,10,1hop-Thing_charlotte_cotton_1840-mary-hasRelation,7.0,0.0,7.0_0.0,train
1hop-Thing_charlotte_cotton_1840-elizabeth-isParentOf-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_blanchard_1807> <http://www.example.com/genealogy.owl#isParentOf> <http://www.example.com/genealogy.owl#charlotte_cotton_1840> },isParentOf,true,1,2,10,1hop-Thing_charlotte_cotton_1840-elizabeth-isParentOf,7.0,,7.0_nan,train
1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#rebecca_cotton_1845> },isSiblingOf,true,2,4,10,1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf,7.0,0.0,7.0_0.0,train
1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#edward_cotton_1850> },isSiblingOf,true,2,4,10,1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf,7.0,0.0,7.0_0.0,train
1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf-BIN,Thing_charlotte_cotton_1840,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#charlotte_cotton_1840> },isSiblingOf,true,2,3,10,1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf,7.0,0.0,7.0_0.0,train
1hop-Thing_charlotte_cotton_1840-elizabeth-isParentOf-MC,Thing_charlotte_cotton_1840,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#elizabeth_blanchard_1807> <http://www.example.com/genealogy.owl#isParentOf> ?object },isParentOf,charlotte_cotton_1840,1,2,10,1hop-Thing_charlotte_cotton_1840-elizabeth-isParentOf,7.0,,7.0_nan,train
1hop-Thing_charlotte_cotton_1840-mary-hasRelation-MC,Thing_charlotte_cotton_1840,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"elizabeth_blanchard_1807, vincent_cotton_1808, edward_cotton_1850, rebecca_cotton_1845, charlotte_cotton_1840",9,12,6,1hop-Thing_charlotte_cotton_1840-mary-hasRelation,7.0,6.0,7.0_6.0,train
1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf-MC,Thing_charlotte_cotton_1840,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#mary_ann_cotton_1847> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"edward_cotton_1850, rebecca_cotton_1845, charlotte_cotton_1840",2,4,10,1hop-Thing_charlotte_cotton_1840-mary-isSiblingOf,7.0,0.0,7.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#leonard_john_bright_1890> },isSiblingOf,true,2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#henry_edmund_bright_1887> },isSiblingOf,true,2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#nora_ada_bright_1899> },isSiblingOf,true,2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#frederick_herbert_bright_1889> },isSiblingOf,true,2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#william_george_bright_1901> },isSiblingOf,true,2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#kathleen_minnie_bright_1904> },isSiblingOf,true,2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-BIN,Thing_charlotte_hewett_1863,43,11,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#charlotte_caroline_jane_bright_1894> },isSiblingOf,true,2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_charlotte_hewett_1863-james-isSiblingOf-MC,Thing_charlotte_hewett_1863,43,11,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#james_frank_hayden_bright_1891> <http://www.example.com/genealogy.owl#isSiblingOf> ?object },isSiblingOf,"nora_ada_bright_1899, frederick_herbert_bright_1889, henry_edmund_bright_1887, william_george_bright_1901, kathleen_minnie_bright_1904, leonard_john_bright_1890, charlotte_caroline_jane_bright_1894",2,2,10,1hop-Thing_charlotte_hewett_1863-james-isSiblingOf,19.0,0.0,19.0_0.0,train
1hop-Thing_christian_bright_1985-christian-isBloodrelationOf-BIN,Thing_christian_bright_1985,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christian_bright_1985> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#holly_bright_1983> },isBloodrelationOf,true,1,2,10,1hop-Thing_christian_bright_1985-christian-isBloodrelationOf,3.0,,3.0_nan,train
1hop-Thing_christian_bright_1985-christian-isBloodrelationOf-MC,Thing_christian_bright_1985,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#christian_bright_1985> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,holly_bright_1983,1,2,10,1hop-Thing_christian_bright_1985-christian-isBloodrelationOf,3.0,,3.0_nan,train
1hop-Thing_christopher_archer_1849-john-isFatherOf-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#john_archer_1804> <http://www.example.com/genealogy.owl#isFatherOf> <http://www.example.com/genealogy.owl#christopher_archer_1849> },isFatherOf,true,1,1,1,1hop-Thing_christopher_archer_1849-john-isFatherOf,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-dorothy-isSisterOf-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.example.com/genealogy.owl#isSisterOf> <http://www.example.com/genealogy.owl#christopher_archer_1849> },isSisterOf,true,1,1,1,1hop-Thing_christopher_archer_1849-dorothy-isSisterOf,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#john_archer_1804> },hasRelation,true,1,2,6,1hop-Thing_christopher_archer_1849-christopher-hasRelation,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#dorothy_archer_1845> },hasRelation,true,1,4,10,1hop-Thing_christopher_archer_1849-christopher-hasRelation,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#thomas_archer_1849> },hasRelation,true,1,4,10,1hop-Thing_christopher_archer_1849-christopher-hasRelation,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-christopher-hasRelation-BIN,Thing_christopher_archer_1849,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> <http://www.example.com/genealogy.owl#elizabeth_gray_1810> },hasRelation,true,1,2,6,1hop-Thing_christopher_archer_1849-christopher-hasRelation,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-john-isFatherOf-MC,Thing_christopher_archer_1849,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#john_archer_1804> <http://www.example.com/genealogy.owl#isFatherOf> ?object },isFatherOf,christopher_archer_1849,1,1,1,1hop-Thing_christopher_archer_1849-john-isFatherOf,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-christopher-hasRelation-MC,Thing_christopher_archer_1849,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#christopher_archer_1849> <http://www.example.com/genealogy.owl#hasRelation> ?object },hasRelation,"john_archer_1804, dorothy_archer_1845, elizabeth_gray_1810, thomas_archer_1849",1,3,8,1hop-Thing_christopher_archer_1849-christopher-hasRelation,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-dorothy-isSisterOf-MC,Thing_christopher_archer_1849,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.example.com/genealogy.owl#isSisterOf> ?object },isSisterOf,christopher_archer_1849,1,1,1,1hop-Thing_christopher_archer_1849-dorothy-isSisterOf,5.0,,5.0_nan,train
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_christopher_archer_1849-elizabeth-type,5.0,0.0,5.0_0.0,train
1hop-Thing_christopher_archer_1849-dorothy-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_christopher_archer_1849-dorothy-type,5.0,0.0,5.0_0.0,train
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_christopher_archer_1849-elizabeth-type,5.0,0.0,5.0_0.0,train
1hop-Thing_christopher_archer_1849-dorothy-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_christopher_archer_1849-dorothy-type,5.0,0.0,5.0_0.0,train
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },type,true,2,3,3,1hop-Thing_christopher_archer_1849-elizabeth-type,5.0,0.0,5.0_0.0,train
1hop-Thing_christopher_archer_1849-dorothy-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#dorothy_archer_1845> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Woman> },type,true,2,2,3,1hop-Thing_christopher_archer_1849-dorothy-type,5.0,0.0,5.0_0.0,train
1hop-Thing_christopher_archer_1849-elizabeth-type-BIN,Thing_christopher_archer_1849,43,4,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#elizabeth_gray_1810> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },type,true,2,16,9,1hop-Thing_christopher_archer_1849-elizabeth-type,5.0,0.0,5.0_0.0,train
1hop-Thing_clarence_john_heath_1896-florelle-hasBrother-BIN,Thing_clarence_john_heath_1896,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> <http://www.example.com/genealogy.owl#hasBrother> <http://www.example.com/genealogy.owl#clarence_john_heath_1896> },hasBrother,true,1,1,1,1hop-Thing_clarence_john_heath_1896-florelle-hasBrother,3.0,,3.0_nan,train
1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor-BIN,Thing_clarence_john_heath_1896,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#harriet_whitefield_1861> },hasAncestor,true,2,3,10,1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor,3.0,0.0,3.0_0.0,train
1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor-BIN,Thing_clarence_john_heath_1896,43,3,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasAncestor> <http://www.example.com/genealogy.owl#william_lock_jacobs_1861> },hasAncestor,true,1,3,10,1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor,3.0,,3.0_nan,train
1hop-Thing_clarence_john_heath_1896-florelle-hasBrother-MC,Thing_clarence_john_heath_1896,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> <http://www.example.com/genealogy.owl#hasBrother> ?object },hasBrother,clarence_john_heath_1896,1,1,1,1hop-Thing_clarence_john_heath_1896-florelle-hasBrother,3.0,,3.0_nan,train
1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor-MC,Thing_clarence_john_heath_1896,43,3,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#clarence_john_heath_1896> <http://www.example.com/genealogy.owl#hasAncestor> ?object },hasAncestor,"harriet_whitefield_1861, william_lock_jacobs_1861",2,3,10,1hop-Thing_clarence_john_heath_1896-clarence-hasAncestor,3.0,0.0,3.0_0.0,train
1hop-Thing_clare_bright_1966-clare-isBloodrelationOf-BIN,Thing_clare_bright_1966,43,5,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#clare_bright_1966> <http://www.example.com/genealogy.owl#isBloodrelationOf> <http://www.example.com/genealogy.owl#james_bright_1964> },isBloodrelationOf,true,1,2,10,1hop-Thing_clare_bright_1966-clare-isBloodrelationOf,7.0,,7.0_nan,train
1hop-Thing_clare_bright_1966-clare-isBloodrelationOf-MC,Thing_clare_bright_1966,43,5,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#clare_bright_1966> <http://www.example.com/genealogy.owl#isBloodrelationOf> ?object },isBloodrelationOf,james_bright_1964,1,2,10,1hop-Thing_clare_bright_1966-clare-isBloodrelationOf,7.0,,7.0_nan,train
1hop-Thing_daisy_harriet_heath_1889-daisy-hasSister-BIN,Thing_daisy_harriet_heath_1889,43,4,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#daisy_harriet_heath_1889> <http://www.example.com/genealogy.owl#hasSister> <http://www.example.com/genealogy.owl#florelle_nenuphar_heath_1880> },hasSister,true,2,2,10,1hop-Thing_daisy_harriet_heath_1889-daisy-hasSister,5.0,0.0,5.0_0.0,train
1hop-Thing_daisy_harriet_heath_1889-daisy-hasSister-MC,Thing_daisy_harriet_heath_1889,43,4,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#daisy_harriet_heath_1889> <http://www.example.com/genealogy.owl#hasSister> ?object },hasSister,florelle_nenuphar_heath_1880,2,2,10,1hop-Thing_daisy_harriet_heath_1889-daisy-hasSister,5.0,0.0,5.0_0.0,train
1hop-Thing_daniel_grigg_hewett_1813--type-MC,Thing_daniel_grigg_hewett_1813,43,1,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#daniel_grigg_hewett_1813> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity, Man",2,2,8,1hop-Thing_daniel_grigg_hewett_1813--type,,0.0,nan_0.0,train
1hop-Thing_daniel_grigg_hewett_1813--type-MC,Thing_daniel_grigg_hewett_1813,43,1,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#sarah_hewett_1815> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity",2,7,10,1hop-Thing_daniel_grigg_hewett_1813--type,,0.0,nan_0.0,train
1hop-Thing_david_bright_1934-william-isAncestorOf-BIN,Thing_david_bright_1934,43,9,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_george_bright_1901> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#richard_john_bright_1962> },isAncestorOf,true,2,4,10,1hop-Thing_david_bright_1934-william-isAncestorOf,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-william-isAncestorOf-BIN,Thing_david_bright_1934,43,9,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_george_bright_1901> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#robert_david_bright_1965> },isAncestorOf,true,2,4,10,1hop-Thing_david_bright_1934-william-isAncestorOf,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-william-isAncestorOf-BIN,Thing_david_bright_1934,43,9,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#william_george_bright_1901> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#david_bright_1934> },isAncestorOf,true,2,3,10,1hop-Thing_david_bright_1934-william-isAncestorOf,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-david-isAncestorOf-BIN,Thing_david_bright_1934,43,9,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#richard_john_bright_1962> },isAncestorOf,true,2,3,10,1hop-Thing_david_bright_1934-david-isAncestorOf,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-david-isAncestorOf-BIN,Thing_david_bright_1934,43,9,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.example.com/genealogy.owl#isAncestorOf> <http://www.example.com/genealogy.owl#robert_david_bright_1965> },isAncestorOf,true,2,3,10,1hop-Thing_david_bright_1934-david-isAncestorOf,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-david-isAncestorOf-MC,Thing_david_bright_1934,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,"robert_david_bright_1965, richard_john_bright_1962",2,3,10,1hop-Thing_david_bright_1934-david-isAncestorOf,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-william-isAncestorOf-MC,Thing_david_bright_1934,43,9,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#william_george_bright_1901> <http://www.example.com/genealogy.owl#isAncestorOf> ?object },isAncestorOf,"robert_david_bright_1965, david_bright_1934, richard_john_bright_1962",2,4,10,1hop-Thing_david_bright_1934-william-isAncestorOf,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-david-type-BIN,Thing_david_bright_1934,43,9,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Person> },type,true,2,2,10,1hop-Thing_david_bright_1934-david-type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-david-type-BIN,Thing_david_bright_1934,43,9,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#DomainEntity> },type,true,2,2,10,1hop-Thing_david_bright_1934-david-type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-david-type-BIN,Thing_david_bright_1934,43,9,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Man> },type,true,2,2,10,1hop-Thing_david_bright_1934-david-type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934-david-type-BIN,Thing_david_bright_1934,43,9,Membership,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Ancestor> },type,true,2,14,10,1hop-Thing_david_bright_1934-david-type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934--type-MC,Thing_david_bright_1934,43,9,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#richard_john_bright_1962> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity",2,2,10,1hop-Thing_david_bright_1934--type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934--type-MC,Thing_david_bright_1934,43,9,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#david_bright_1934> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Ancestor, Person, DomainEntity, Man",2,5,10,1hop-Thing_david_bright_1934--type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934--type-MC,Thing_david_bright_1934,43,9,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#m126> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Marriage, DomainEntity",2,3,5,1hop-Thing_david_bright_1934--type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934--type-MC,Thing_david_bright_1934,43,9,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#john_bright_1930> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity, Man",2,2,8,1hop-Thing_david_bright_1934--type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_bright_1934--type-MC,Thing_david_bright_1934,43,9,Membership,Multi Choice,SELECT ?class WHERE { <http://www.example.com/genealogy.owl#robert_david_bright_1965> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?class },type,"Person, DomainEntity",2,2,10,1hop-Thing_david_bright_1934--type,15.0,0.0,15.0_0.0,train
1hop-Thing_david_brown-david-isMalePartnerIn-BIN,Thing_david_brown,43,2,Property Assertion,Binary,ASK WHERE { <http://www.example.com/genealogy.owl#david_brown> <http://www.example.com/genealogy.owl#isMalePartnerIn> <http://www.example.com/genealogy.owl#m150> },isMalePartnerIn,true,1,4,2,1hop-Thing_david_brown-david-isMalePartnerIn,1.0,,1.0_nan,train
1hop-Thing_david_brown-david-isMalePartnerIn-MC,Thing_david_brown,43,2,Property Assertion,Multi Choice,SELECT ?object WHERE { <http://www.example.com/genealogy.owl#david_brown> <http://www.example.com/genealogy.owl#isMalePartnerIn> ?object },isMalePartnerIn,m150,1,4,2,1hop-Thing_david_brown-david-isMalePartnerIn,1.0,,1.0_nan,train
